,data_extract_time,id_leg1,orig_port_code,dest_port_code,depart_date,depart_time,arrive_time,duration_total_min,stops,id_leg2,stops_loc,stops_time,prices_lowfare,prices_lowfareplus,prices_flex,prices_prem,prices_premflex
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/04/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,378.8,468.8,1013.1,1078.8,1143.1
3,19-05-23 13:05:48,DY7084,LAX,ARN,09/04/19,19:40,20:30 +1,950,1,DY4122,Oslo,4h 35m,466,556,1015.1,976,1345.1
4,19-05-23 13:05:48,DY7098,LAX,ARN,09/04/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,438.4,528.4,1229.3,908.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,09/04/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,378.8,468.8,1013.1,1078.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,09/05/19,15:45,11:20 +1,635,0,,,,339.9,429.9,859.9,,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,09/05/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,378.8,468.8,1013.1,1078.8,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/05/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,396.5,486.5,1013.1,1096.5,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,09/05/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,438.4,528.4,1229.3,1238.4,1429.3
4,19-05-23 13:05:48,DY7108,LAX,ARN,09/05/19,16:35,23:45 +1,1330,1,DY4254,Barcelona,7h 40m,490.8,580.8,1397.8,1280.8,1597.8
0,19-05-23 13:05:48,DI7096,LAX,ARN,09/06/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,378.8,468.8,1013.1,1078.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,09/07/19,18:00,13:35 +1,635,0,,,,389.9,479.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,09/07/19,19:30,19:45 +1,915,1,DY4456,London,2h 35m,504.8,594.8,1106.3,1154.8,1236.3
2,19-05-23 13:05:48,DY7108,LAX,ARN,09/07/19,18:25,20:50 +1,1045,1,D85552,Barcelona,2h 55m,822.5,912.5,1397.8,1552.5,1597.8
3,19-05-23 13:05:48,DI7096,LAX,ARN,09/07/19,19:30,23:50 +1,1160,1,D82858,London,6h 40m,469.8,559.8,1106.3,1119.8,1236.3
4,19-05-23 13:05:48,DY7098,LAX,ARN,09/07/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,455.9,545.9,1229.3,1255.9,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,09/08/19,20:30,19:00 +1,810,1,DY822,Oslo,2h 15m,376,466,1015.1,1576,1645.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,09/08/19,20:30,20:30 +1,900,1,DY4122,Oslo,3h 45m,376,466,1015.1,1576,1645.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/08/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,431.4,521.4,1106.3,1131.4,1236.3
3,19-05-23 13:05:48,DY7098,LAX,ARN,09/08/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,398.4,488.4,1229.3,908.4,1429.3
4,19-05-23 13:05:48,DI7096,LAX,ARN,09/08/19,19:30,23:15 +1,1125,1,D82858,London,6h 0m,431.4,521.4,1106.3,1131.4,1236.3
5,19-05-23 13:05:48,DY7110,LAX,ARN,09/08/19,20:00,23:45 +1,1125,1,DY4254,Barcelona,4h 15m,490.8,580.8,1397.8,970.8,1597.8
0,19-05-23 13:05:48,DY7092,LAX,ARN,09/09/19,18:00,17:05 +1,845,1,DY4162,Copenhagen,2h 15m,353.7,443.7,1056.5,993.7,1386.5
1,19-05-23 13:05:48,DY7092,LAX,ARN,09/09/19,18:00,18:20 +1,920,1,D83212,Copenhagen,3h 30m,353.7,443.7,1056.5,993.7,1386.5
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/09/19,19:40,20:20 +1,940,1,D82856,London,3h 0m,378.8,468.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7092,LAX,ARN,09/09/19,18:00,20:10 +1,1030,1,D8231,Copenhagen,5h 20m,353.7,443.7,1056.5,993.7,1386.5
4,19-05-23 13:05:48,DY7098,LAX,ARN,09/09/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,438.4,528.4,1229.3,908.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,09/09/19,19:40,23:15 +1,1115,1,D82858,London,5h 55m,378.8,468.8,1013.1,788.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,09/10/19,18:50,14:25 +1,635,0,,,,339.9,429.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,09/10/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,378.8,468.8,1013.1,788.8,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/10/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,378.8,468.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,09/10/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,438.4,528.4,1229.3,908.4,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,09/11/19,19:40,17:30 +1,770,1,DY4116,Oslo,1h 35m,376,466,1015.1,1276,1345.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,09/11/19,19:40,19:00 +1,860,1,DY822,Oslo,3h 5m,391.5,481.5,1015.1,1291.5,1345.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/11/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,356.5,446.5,1013.1,806.5,1143.1
3,19-05-23 13:05:48,DY7084,LAX,ARN,09/11/19,19:40,20:30 +1,950,1,DY4122,Oslo,4h 35m,376,466,1015.1,1276,1345.1
4,19-05-23 13:05:48,DY7098,LAX,ARN,09/11/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,398.4,488.4,1229.3,1238.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,09/11/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,338.8,428.8,1013.1,788.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,09/12/19,15:45,11:20 +1,635,0,,,,339.9,429.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,09/12/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,378.8,468.8,1013.1,1078.8,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/12/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,396.5,486.5,1013.1,1096.5,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,09/12/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,438.4,528.4,1229.3,908.4,1429.3
4,19-05-23 13:05:48,DY7108,LAX,ARN,09/12/19,16:35,23:45 +1,1330,1,DY4254,Barcelona,7h 40m,490.8,580.8,1397.8,1280.8,1597.8
0,19-05-23 13:05:48,DI7096,LAX,ARN,09/13/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,378.8,468.8,1013.1,1078.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,09/14/19,18:00,13:35 +1,635,0,,,,339.9,429.9,859.9,,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,09/14/19,19:30,19:45 +1,915,1,DY4456,London,2h 35m,454.8,544.8,1106.3,1154.8,1236.3
2,19-05-23 13:05:48,DY7108,LAX,ARN,09/14/19,18:25,20:50 +1,1045,1,D85552,Barcelona,2h 55m,807.8,897.8,1397.8,1597.8,1597.8
3,19-05-23 13:05:48,DI7096,LAX,ARN,09/14/19,19:30,23:50 +1,1160,1,D82858,London,6h 40m,431.4,521.4,1106.3,1131.4,1236.3
4,19-05-23 13:05:48,DY7098,LAX,ARN,09/14/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,495.9,585.9,1229.3,925.9,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,09/15/19,20:30,19:00 +1,810,1,DY822,Oslo,2h 15m,466,556,1015.1,1576,1645.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,09/15/19,20:30,20:30 +1,900,1,DY4122,Oslo,3h 45m,466,556,1015.1,1576,1645.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/15/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,431.4,521.4,1106.3,841.4,1236.3
3,19-05-23 13:05:48,DY7098,LAX,ARN,09/15/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,398.4,488.4,1229.3,1238.4,1429.3
4,19-05-23 13:05:48,DI7096,LAX,ARN,09/15/19,19:30,23:15 +1,1125,1,D82858,London,6h 0m,378.8,468.8,1013.1,788.8,1143.1
5,19-05-23 13:05:48,DY7110,LAX,ARN,09/15/19,20:00,23:45 +1,1125,1,DY4254,Barcelona,4h 15m,370.8,460.8,1397.8,1280.8,1597.8
0,19-05-23 13:05:48,DY7092,LAX,ARN,09/16/19,18:00,17:05 +1,845,1,DY4162,Copenhagen,2h 15m,353.7,443.7,1056.5,993.7,1386.5
1,19-05-23 13:05:48,DY7092,LAX,ARN,09/16/19,18:00,18:20 +1,920,1,D83212,Copenhagen,3h 30m,353.7,443.7,1056.5,993.7,1386.5
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/16/19,19:40,20:20 +1,940,1,D82856,London,3h 0m,338.8,428.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7092,LAX,ARN,09/16/19,18:00,20:10 +1,1030,1,D8231,Copenhagen,5h 20m,353.7,443.7,1056.5,993.7,1386.5
4,19-05-23 13:05:48,DY7098,LAX,ARN,09/16/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,398.4,488.4,1229.3,908.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,09/16/19,19:40,23:15 +1,1115,1,D82858,London,5h 55m,338.8,428.8,1013.1,788.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,09/17/19,18:50,14:25 +1,635,0,,,,299.9,389.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,09/17/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,338.8,428.8,1013.1,788.8,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/17/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,338.8,428.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,09/17/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,398.4,488.4,1229.3,1238.4,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,09/18/19,19:40,17:30 +1,770,1,DY4116,Oslo,1h 35m,426,516,1015.1,976,1345.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,09/18/19,19:40,19:00 +1,860,1,DY822,Oslo,3h 5m,426,516,1015.1,976,1345.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/18/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,338.8,428.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7084,LAX,ARN,09/18/19,19:40,20:30 +1,950,1,DY4122,Oslo,4h 35m,426,516,1015.1,976,1345.1
4,19-05-23 13:05:48,DY7098,LAX,ARN,09/18/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,398.4,488.4,1229.3,908.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,09/18/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,338.8,428.8,1013.1,788.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,09/19/19,15:45,11:20 +1,635,0,,,,339.9,429.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,09/19/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,378.8,468.8,1013.1,788.8,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/19/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,396.5,486.5,1013.1,806.5,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,09/19/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,438.4,528.4,1229.3,1238.4,1429.3
4,19-05-23 13:05:48,DY7108,LAX,ARN,09/19/19,16:35,23:45 +1,1330,1,DY4254,Barcelona,7h 40m,370.8,460.8,1397.8,1600.8,1917.8
0,19-05-23 13:05:48,DI7096,LAX,ARN,09/20/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,378.8,468.8,1013.1,1078.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,09/21/19,18:00,13:35 +1,635,0,,,,389.9,479.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,09/21/19,19:30,19:45 +1,915,1,DY4456,London,2h 35m,454.8,544.8,1106.3,864.8,1236.3
2,19-05-23 13:05:48,DY7108,LAX,ARN,09/21/19,18:25,20:50 +1,1045,1,D85552,Barcelona,2h 55m,668.6,758.6,1397.8,1518.6,1597.8
3,19-05-23 13:05:48,DI7096,LAX,ARN,09/21/19,19:30,23:50 +1,1160,1,D82858,London,6h 40m,443.1,533.1,1106.3,853.1,1236.3
4,19-05-23 13:05:48,DY7098,LAX,ARN,09/21/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,415.9,505.9,1229.3,925.9,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,09/22/19,20:30,19:00 +1,810,1,DY822,Oslo,2h 15m,466,556,1015.1,976,1345.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,09/22/19,20:30,20:30 +1,900,1,DY4122,Oslo,3h 45m,466,556,1015.1,976,1345.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/22/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,391.4,481.4,1106.3,841.4,1236.3
3,19-05-23 13:05:48,DY7098,LAX,ARN,09/22/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,398.4,488.4,1229.3,908.4,1429.3
4,19-05-23 13:05:48,DI7096,LAX,ARN,09/22/19,19:30,23:15 +1,1125,1,D82858,London,6h 0m,338.8,428.8,1013.1,788.8,1143.1
5,19-05-23 13:05:48,DY7110,LAX,ARN,09/22/19,20:00,23:45 +1,1125,1,DY4254,Barcelona,4h 15m,370.8,460.8,1397.8,970.8,1597.8
0,19-05-23 13:05:48,DY7092,LAX,ARN,09/23/19,18:00,17:05 +1,845,1,DY4162,Copenhagen,2h 15m,353.7,443.7,1056.5,993.7,1386.5
1,19-05-23 13:05:48,DY7092,LAX,ARN,09/23/19,18:00,18:20 +1,920,1,D83212,Copenhagen,3h 30m,353.7,443.7,1056.5,993.7,1386.5
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/23/19,19:40,20:20 +1,940,1,D82856,London,3h 0m,338.8,428.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7092,LAX,ARN,09/23/19,18:00,20:10 +1,1030,1,D8231,Copenhagen,5h 20m,353.7,443.7,1056.5,993.7,1386.5
4,19-05-23 13:05:48,DY7098,LAX,ARN,09/23/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,358.4,448.4,1229.3,908.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,09/23/19,19:40,23:15 +1,1115,1,D82858,London,5h 55m,338.8,428.8,1013.1,788.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,09/24/19,18:50,14:25 +1,635,0,,,,299.9,389.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,09/24/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,338.8,428.8,1013.1,788.8,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/24/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,338.8,428.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,09/24/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,398.4,488.4,1229.3,908.4,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,09/25/19,19:40,17:30 +1,770,1,DY4116,Oslo,1h 35m,426,516,1015.1,1276,1345.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,09/25/19,19:40,19:00 +1,860,1,DY822,Oslo,3h 5m,426,516,1015.1,1276,1345.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/25/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,284.8,374.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7084,LAX,ARN,09/25/19,19:40,20:30 +1,950,1,DY4122,Oslo,4h 35m,426,516,1015.1,1276,1345.1
4,19-05-23 13:05:48,DY7098,LAX,ARN,09/25/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,398.4,488.4,1229.3,1238.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,09/25/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,284.8,374.8,1013.1,788.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,09/26/19,15:45,11:20 +1,635,0,,,,339.9,429.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,09/26/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,338.8,428.8,1013.1,788.8,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/26/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,356.5,446.5,1013.1,806.5,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,09/26/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,438.4,528.4,1229.3,908.4,1429.3
4,19-05-23 13:05:48,DY7108,LAX,ARN,09/26/19,16:35,23:45 +1,1330,1,DY4254,Barcelona,7h 40m,370.8,460.8,1397.8,1280.8,1597.8
0,19-05-23 13:05:48,DI7096,LAX,ARN,09/27/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,338.8,428.8,1013.1,1078.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,09/28/19,18:00,13:35 +1,635,0,,,,339.9,429.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,09/28/19,19:30,19:45 +1,915,1,DY4456,London,2h 35m,414.8,504.8,1106.3,864.8,1236.3
2,19-05-23 13:05:48,DY7108,LAX,ARN,09/28/19,18:25,20:50 +1,1045,1,D85552,Barcelona,2h 55m,645.9,735.9,1397.8,1185.9,1597.8
3,19-05-23 13:05:48,DI7096,LAX,ARN,09/28/19,19:30,23:50 +1,1160,1,D82858,London,6h 40m,403.1,493.1,1106.3,853.1,1236.3
4,19-05-23 13:05:48,DY7098,LAX,ARN,09/28/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,439,529,1229.3,949,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,09/29/19,20:30,19:00 +1,810,1,DY822,Oslo,2h 15m,376,466,1015.1,976,1345.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,09/29/19,20:30,20:30 +1,900,1,DY4122,Oslo,3h 45m,376,466,1015.1,976,1345.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/29/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,391.4,481.4,1106.3,841.4,1236.3
3,19-05-23 13:05:48,DY7098,LAX,ARN,09/29/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,358.4,448.4,1229.3,908.4,1429.3
4,19-05-23 13:05:48,DI7096,LAX,ARN,09/29/19,19:30,23:15 +1,1125,1,D82858,London,6h 0m,338.8,428.8,1013.1,788.8,1143.1
5,19-05-23 13:05:48,DY7110,LAX,ARN,09/29/19,20:00,23:45 +1,1125,1,DY4254,Barcelona,4h 15m,382.1,472.1,1397.8,982.1,1597.8
0,19-05-23 13:05:48,DY7092,LAX,ARN,09/30/19,18:00,17:05 +1,845,1,DY4162,Copenhagen,2h 15m,293.7,383.7,1056.5,993.7,1386.5
1,19-05-23 13:05:48,DY7092,LAX,ARN,09/30/19,18:00,18:20 +1,920,1,D83212,Copenhagen,3h 30m,293.7,383.7,1056.5,993.7,1386.5
2,19-05-23 13:05:48,DI7096,LAX,ARN,09/30/19,19:40,20:20 +1,940,1,D82856,London,3h 0m,298.8,388.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7092,LAX,ARN,09/30/19,18:00,20:10 +1,1030,1,D8231,Copenhagen,5h 20m,293.7,383.7,1056.5,993.7,1386.5
4,19-05-23 13:05:48,DY7098,LAX,ARN,09/30/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,328.4,418.4,1229.3,908.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,09/30/19,19:40,23:15 +1,1115,1,D82858,London,5h 55m,298.8,388.8,1013.1,788.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,10/01/19,18:50,14:25 +1,635,0,,,,299.9,389.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,10/01/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,298.8,388.8,1013.1,788.8,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,10/01/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,298.8,388.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,10/01/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,398.4,488.4,1229.3,908.4,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,10/02/19,19:40,17:30 +1,770,1,DY4116,Oslo,1h 35m,376,466,1015.1,976,1345.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,10/02/19,19:40,19:00 +1,860,1,DY822,Oslo,3h 5m,376,466,1015.1,976,1345.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,10/02/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,268.8,358.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7084,LAX,ARN,10/02/19,19:40,20:30 +1,950,1,DY4122,Oslo,4h 35m,376,466,1015.1,976,1345.1
4,19-05-23 13:05:48,DY7098,LAX,ARN,10/02/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,328.4,418.4,1229.3,908.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,10/02/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,268.8,358.8,1013.1,788.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,10/03/19,15:45,11:20 +1,635,0,,,,299.9,389.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,10/03/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,284.8,374.8,1013.1,788.8,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,10/03/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,302.5,392.5,1013.1,806.5,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,10/03/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,358.4,448.4,1229.3,908.4,1429.3
4,19-05-23 13:05:48,DY7108,LAX,ARN,10/03/19,16:35,23:45 +1,1330,1,DY4254,Barcelona,7h 40m,382.1,472.1,1397.8,982.1,1597.8
0,19-05-23 13:05:48,DI7096,LAX,ARN,10/04/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,298.8,388.8,1013.1,788.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,10/05/19,18:00,13:35 +1,635,0,,,,299.9,389.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,10/05/19,19:30,19:45 +1,915,1,DY4456,London,2h 35m,374.8,464.8,1106.3,864.8,1236.3
2,19-05-23 13:05:48,DY7108,LAX,ARN,10/05/19,18:25,20:50 +1,1045,1,D85552,Barcelona,2h 55m,642.5,732.5,1397.8,1242.5,1597.8
3,19-05-23 13:05:48,DI7096,LAX,ARN,10/05/19,19:30,23:50 +1,1160,1,D82858,London,6h 40m,339.8,429.8,1106.3,829.8,1236.3
4,19-05-23 13:05:48,DY7098,LAX,ARN,10/05/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,375.9,465.9,1229.3,925.9,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,10/06/19,20:30,19:00 +1,810,1,DY822,Oslo,2h 15m,525.5,615.5,1015.1,1285.5,1345.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,10/06/19,20:30,20:30 +1,900,1,DY4122,Oslo,3h 45m,516,606,1015.1,1276,1345.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,10/06/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,301.4,391.4,1106.3,841.4,1236.3
3,19-05-23 13:05:48,DY7098,LAX,ARN,10/06/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,328.4,418.4,1229.3,908.4,1429.3
4,19-05-23 13:05:48,DI7096,LAX,ARN,10/06/19,19:30,23:15 +1,1125,1,D82858,London,6h 0m,248.8,338.8,1013.1,788.8,1143.1
5,19-05-23 13:05:48,DY7110,LAX,ARN,10/06/19,20:00,23:45 +1,1125,1,DY4254,Barcelona,4h 15m,342.1,432.1,1397.8,982.1,1597.8
0,19-05-23 13:05:48,DY7092,LAX,ARN,10/07/19,18:00,17:05 +1,845,1,DY4162,Copenhagen,2h 15m,293.7,383.7,1056.5,993.7,1386.5
1,19-05-23 13:05:48,DY7092,LAX,ARN,10/07/19,18:00,18:20 +1,920,1,D83212,Copenhagen,3h 30m,293.7,383.7,1056.5,993.7,1386.5
2,19-05-23 13:05:48,DI7096,LAX,ARN,10/07/19,19:40,20:20 +1,940,1,D82856,London,3h 0m,268.8,358.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7092,LAX,ARN,10/07/19,18:00,20:10 +1,1030,1,D8231,Copenhagen,5h 20m,293.7,383.7,1056.5,993.7,1386.5
4,19-05-23 13:05:48,DY7098,LAX,ARN,10/07/19,22:15,00:40 +2,1045,1,DY4314,Paris,4h 15m,298.4,388.4,1229.3,908.4,1429.3
5,19-05-23 13:05:48,DI7096,LAX,ARN,10/07/19,19:40,23:15 +1,1115,1,D82858,London,5h 55m,268.8,358.8,1013.1,788.8,1143.1
0,19-05-23 13:05:48,DY7088,LAX,ARN,10/08/19,18:50,14:25 +1,635,0,,,,299.9,389.9,859.9,889.9,1189.9
1,19-05-23 13:05:48,DI7096,LAX,ARN,10/08/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,268.8,358.8,1013.1,788.8,1143.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,10/08/19,19:30,23:15 +1,1125,1,D82858,London,6h 5m,268.8,358.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7098,LAX,ARN,10/08/19,20:00,00:40 +2,1180,1,DY4314,Paris,6h 30m,298.4,388.4,1229.3,908.4,1429.3
0,19-05-23 13:05:48,DY7084,LAX,ARN,10/09/19,19:40,17:30 +1,770,1,DY4116,Oslo,1h 35m,426,516,1015.1,1576,1645.1
1,19-05-23 13:05:48,DY7084,LAX,ARN,10/09/19,19:40,19:00 +1,860,1,DY822,Oslo,3h 5m,426,516,1015.1,1576,1645.1
2,19-05-23 13:05:48,DI7096,LAX,ARN,10/09/19,19:30,20:20 +1,950,1,D82856,London,3h 10m,284.8,374.8,1013.1,788.8,1143.1
3,19-05-23 13:05:48,DY7084,LAX,ARN,10/09/19,19:40,20:30 +1,950,1,DY4122,Oslo,4h 35m,426,516,1015.1,1576,1645.1
